Offensive Team,Defensive Team,Formation,Down,Distance,Yardline,Advantage Zone,Attack Zone,Advantage,Play type,Play type result,R/P,Run Concept,Pass Concept,is_complete,Yards Gained,QB Scramble,SACK,INT,notes,TD,League
EDM,MTL,23,1,10,39,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,DEEP SMASH,FALSE,0,0,0,0,D PENALTY,0,CFL
EDM,MTL,41,1,10,29,FIELD,BOX,FALSE,RPO FE,RUN,RUN,IZ,SMASH 2,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,32,2,9,28,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,77,TRUE,9,0,0,0,BACKERS STARING,0,CFL
EDM,MTL,32,1,10,18,BOX,BOX,TRUE,RUN,RUN,RUN,DRAW,#N/A,#N/A,-3,#N/A,#N/A,#N/A,TACKLE DOESNT SECURE B,0,CFL
EDM,MTL,32,2,9,17,FIELD,FIELD,FALSE,PASS,PASS,PASS,#N/A,OUT GO,TRUE,12,0,0,0,,0,CFL
EDM,MTL,22DBL T,1,5,5,MOF,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,5,#N/A,#N/A,#N/A,TWO D GAP DEFENDERS TD,1,CFL
EDM,MTL,31,1,10,-20,BOX,FIELD,FALSE,GIMMICK,GIMMICK,PASS,#N/A,DBL PASS DBL MOVE,FALSE,0,#N/A,0,0,,0,CFL
EDM,MTL,32,2,10,-20,#N/A,FIELD,FALSE,PASS,PASS,PASS,#N/A,CURL FLAT,FALSE,0,0,0,0,,0,CFL
EDM,MTL,32T,1,10,-40,#N/A,BOX,FALSE,RUN,RUN,RUN,IZ,#N/A,FALSE,5,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,32,2,5,-45,BOX,BOX,TRUE,PASS,RUN,RUN,SCRAMBLE,SMASH,#N/A,6,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,22B,1,10,-51,BOX,FIELD,FALSE,PAP,PASS,PASS,REVERSE ACTION,DOUBLE POST,FALSE,0,1,0,0,PENALTY AWAY FROM PLAY,0,CFL
EDM,MTL,31,1,10,49,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,5,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,23,2,5,44,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,OUT GO -CURL FLAT,FALSE,0,1,0,0,QB GOES AGAINST NUMBERS THEN WATCHES RUSH,0,CFL
EDM,MTL,41,1,10,-15,FIELD,BOX,FALSE,RUN,RUN,RUN,IZ,#N/A,#N/A,4,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,32,2,6,-19,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,OUT GO,TRUE,12,0,0,0,DBS LACK AGGRESSION,0,CFL
EDM,MTL,21,1,10,-32,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,4,#N/A,#N/A,#N/A,DONT BLOCK A BOX DEFENDER WITH AVAILABLE BODIES,0,CFL
EDM,MTL,23,2,6,-35,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,LEVELS NO FLAT CONTROL,FALSE,0,1,0,0,NO FLAT CONTROL TO BOUNDARY-LATE PENALTY,0,CFL
EDM,MTL,32,1,10,-41,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,DBL OUT CROSS,FALSE,0,1,0,1,INT,0,CFL
EDM,MTL,32,1,10,-33,BOX,BOUNDARY,FALSE,RPO WILL,PASS,PASS,IZ,STACK,TRUE,21,0,0,0,QB EXTENDS ESSENTIALLY OPTIONING WILL,0,CFL
EDM,MTL,23,1,10,-54,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,SMASH,TRUE,11,0,0,0,,0,CFL
EDM,MTL,32,1,10,45,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,DOUBLE DIG,TRUE,19,0,0,0,,0,CFL
EDM,MTL,41,1,10,31,FIELD,FIELD,FALSE,PASS,PASS,PASS,#N/A,CURL FLAT,FALSE,0,0,0,0,WR WRONG RELEASE,0,CFL
EDM,MTL,32,2,10,31,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,BENDER,TRUE,17,1,0,0,,0,CFL
EDM,MTL,32T,1,10,14,FIELD,BOUNDARY,FALSE,RPO,PASS,PASS,IZ,SLANT,FALSE,0,0,0,0,RPO INTO BAD NUMBERS,0,CFL
EDM,MTL,32,2,10,14,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,HITCHES,FALSE,0,0,0,0,,0,CFL
EDM,MTL,32,1,10,-7,BOX,BOUNDARY,FALSE,PAP,PASS,PASS,#N/A,DBL SPEED OUT,FALSE,0,0,0,0,,0,CFL
EDM,MTL,32,2,10,-7,FIELD,BOX,FALSE,PASS,PASS,PASS,#N/A,INVERTED FLOOD,FALSE,0,0,0,0,,0,CFL
EDM,MTL,32,1,10,44,BOX,BOX,TRUE,PASS,PASS,PASS,#N/A,SMASH VERT CHECK,TRUE,6,0,0,0,CHECK DOWN,0,CFL
EDM,MTL,32,1,10,-39,BOUNDARY,BOUNDARY,TRUE,RPO,PASS,PASS,IZ,SEAM IN,TRUE,38,0,0,0,,0,CFL
EDM,MTL,32B,1,15,38,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,CROSSERS,FALSE,0,1,0,0,,0,CFL
EDM,MTL,41,2,15,38,FIELD,BOX,FALSE,SCREEN,PASS,PASS,#N/A,TB SCREEN,TRUE,-3,0,0,0,,0,CFL
EDM,MTL,21,1,10,52,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,9,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,33CLOSEGL,2,1,43,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,2,#N/A,#N/A,#N/A,Q SNEAK,0,CFL
EDM,MTL,22DBL T,1,10,41,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,6,#N/A,#N/A,#N/A,O LINE DOESNT UNDERSTAND ASSIGNMENTS,0,CFL
EDM,MTL,32,2,4,35,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,HITCHES,TRUE,10,0,0,0,,0,CFL
EDM,MTL,21,1,10,25,FIELD,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,3,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,23,2,7,21,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,DBL MOVE SLOT,FALSE,0,0,0,0,PI IN ENDZONE,0,CFL
EDM,MTL,33CLOSEGL,1,1,1,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,TD,1,CFL
EDM,MTL,32CLOSE,1,10,-20,BOX,BOX,TRUE,PASS,PASS,PASS,#N/A,CROSSERS,TRUE,9,0,0,0,,0,CFL
EDM,MTL,33CLOSEGL,2,1,-29,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,3,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,32,1,10,-32,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,DBL OUT CROSS,TRUE,6,0,0,0,,0,CFL
EDM,MTL,32,2,4,-38,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,SLANT,TRUE,17,0,0,0,BOTH BACKERS CHASE RB LEAVING NUMBERS WEAK,0,CFL
EDM,MTL,32,1,10,55,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SEAM HITCH LEVELS,FALSE,0,0,0,0,DEFENSIVE PI,0,CFL
EDM,MTL,22,1,10,17,BOX,FIELD,FALSE,SPRINT,PASS,PASS,#N/A,SPRINT SMASH F1,TRUE,10,0,0,0,,0,CFL
EDM,MTL,21T,1,7,7,BOX,BOX,TRUE,RUN,RUN,RUN,QB COUNTER,#N/A,#N/A,5,0,0,0,,0,CFL
EDM,MTL,33CLOSEGL,2,2,2,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,2,#N/A,#N/A,#N/A,TD,1,CFL
EDM,MTL,32,1,10,-22,BOX,BOX,TRUE,PASS,PASS,PASS,#N/A,SMASH LEVELS,#N/A,9,1,0,0,,0,CFL
EDM,MTL,33CLOSEGL,2,1,-31,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,33CLOSEGL,3,1,-32,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,23,1,10,-33,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,HITCHES,FALSE,0,0,0,0,,0,CFL
EDM,MTL,23,2,10,-33,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH,TRUE,17,1,0,0,EXTENDED SCRAMBLE,0,CFL
EDM,MTL,41,1,10,-50,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,VERT,FALSE,0,1,0,0,PI,0,CFL
EDM,MTL,32,1,10,10,MOF,MOF,TRUE,PASS,PASS,PASS,#N/A,POST/BENDER,TRUE,10,0,0,0,0,1,CFL
EDM,MTL,41,1,10,-26,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,7,#N/A,#N/A,#N/A,0,0,CFL
EDM,MTL,23,2,3,-33,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,OUT GO,TRUE,6,0,0,0,,0,CFL
EDM,MTL,21,1,10,-39,FIELD,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,4,#N/A,#N/A,#N/A,0,0,CFL
EDM,MTL,23,2,6,-43,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,FLOOD,TRUE,5,0,0,0,0,0,CFL
EDM,MTL,33CLOSEGL,3,1,-48,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
EDM,MTL,21,1,10,-49,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,6,#N/A,#N/A,#N/A,,0,CFL
EDM,BC,32T,1,10,-42,BOUNDARY,FIELD,FALSE,RPO,PASS,PASS,IZ,SMASH 3 SLANT,TRUE,20,0,0,0,,0,CFL
EDM,BC,32,1,10,48,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,LEVELS VERTS,TRUE,13,1,0,0,0,0,CFL
EDM,BC,21,1,10,35,BOUNDARY,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,0,#N/A,#N/A,#N/A,,0,CFL
EDM,BC,32,2,10,35,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH 2,TRUE,8,0,0,0,,0,CFL
EDM,BC,42,1,10,-19,FIELD,FIELD,FALSE,PASS,PASS,PASS,#N/A,LEVELS R ARROW,TRUE,10,0,0,0,,0,CFL
EDM,BC,23,1,10,-29,BOUNDARY,BOUNDARY,TRUE,SCREEN,PASS,PASS,#N/A,WR SCREEN,FALSE,0,0,0,0,0,0,CFL
EDM,BC,23,2,10,-29,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,VERT,FALSE,0,0,0,1,,0,CFL
EDM,BC,41,1,10,-40,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,9,#N/A,#N/A,#N/A,0,0,CFL
EDM,BC,22,2,1,-49,BOUNDARY,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,3,#N/A,#N/A,#N/A,0,0,CFL
EDM,BC,T23,1,10,-52,FIELD,BOX,FALSE,RUN,RUN,RUN,OZ G,#N/A,#N/A,4,#N/A,#N/A,#N/A,,0,CFL
EDM,BC,32,2,6,53,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,SMASH,TRUE,18,0,0,0,,0,CFL
EDM,BC,32,1,10,35,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,OUT GO,FALSE,0,0,0,0,,0,CFL
EDM,BC,32,2,10,35,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH,#N/A,5,1,0,#N/A,,0,CFL
EDM,BC,21T,1,10,-27,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,6,#N/A,#N/A,#N/A,,0,CFL
EDM,BC,23,2,4,-33,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,DOUBLE MOVE Z,FALSE,0,0,0,0,,0,CFL
EDM,BC,32T,1,10,-29,FIELD,BOX,FALSE,RUN,RUN,RUN,IZ,CURL FLAT,#N/A,3,#N/A,#N/A,#N/A,0,0,CFL
EDM,BC,32,2,7,-32,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH,#N/A,-8,1,1,0,,0,CFL
EDM,BC,31,1,10,-16,FIELD,BOUNDARY,FALSE,PASS,RUN,RUN,#N/A,SLANT,#N/A,3,1,0,#N/A,,0,CFL
EDM,BC,32,2,7,-20,#N/A,BOX,FALSE,PASS,PASS,PASS,#N/A,CROSSERS,TRUE,9,0,0,0,,0,CFL
EDM,BC,41,1,10,-29,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,X GO,FALSE,0,0,0,0,,0,CFL
EDM,BC,41,2,10,-29,FIELD,BOUNDARY,FALSE,PASS,RUN,RUN,#N/A,X STUTTER GO,#N/A,2,1,0,#N/A,,0,CFL
EDM,BC,33,1,10,-41,#N/A,FIELD,FALSE,PASS,PASS,PASS,#N/A,SMASH,FALSE,0,1,0,1,,0,CFL
EDM,BC,32,1,10,-41,BOUNDARY,BOUNDARY,TRUE,RPO,PASS,PASS,IZ,SLANTS,TRUE,14,0,0,0,,0,CFL
EDM,BC,22T,1,10,55,BOX,BOX,TRUE,RPO,RUN,RUN,IZ,SLANTS,#N/A,5,#N/A,#N/A,#N/A,,0,CFL
EDM,BC,23,2,5,50,BOX,BOX,TRUE,SCREEN,PASS,PASS,#N/A,SLOT SCREEN,TRUE,31,0,0,0,HOLDING PENALTY,0,CFL
EDM,BC,23,2,10,55,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,HITCHES,TRUE,9,0,0,0,,0,CFL
EDM,BC,41,3,1,46,FIELD,FIELD,FALSE,PASS,PASS,PASS,#N/A,FLOOD,TRUE,6,0,0,0,,0,CFL
EDM,BC,32,1,10,40,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,BENDER,TRUE,22,0,0,0,BACKER PEAKING,0,CFL
EDM,BC,32,1,10,18,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SLANTS,TRUE,17,0,0,0,,0,CFL
EDM,BC,33CLOSEGL,1,1,1,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,,1,CFL
EDM,BC,32T,1,10,-33,FIELD,FIELD,FALSE,RPO,PASS,PASS,POWER,SMASH,TRUE,20,0,0,0,,0,CFL
EDM,BC,32,1,10,-52,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,LEVELS,TRUE,8,0,0,0,,0,CFL
EDM,BC,41,2,3,51,MOF,MOF,TRUE,PASS,PASS,PASS,#N/A,REPLACE,TRUE,17,0,0,0,,0,CFL
EDM,BC,32,1,10,35,#N/A,FIELD,FALSE,PASS,PASS,PASS,#N/A,VERT,TRUE,11,1,0,0,,0,CFL
EDM,BC,32,1,10,25,FIELD,FIELD,FALSE,PASS,PASS,PASS,#N/A,OUT GO DIG,TRUE,11,0,0,0,0,0,CFL
EDM,BC,22T,1,10,19,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,DIG FLAT,FALSE,0,0,0,0,0,0,CFL
EDM,BC,32,2,10,19,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,DIG,#N/A,-6,1,1,0,0,0,CFL
EDM,BC,32,1,10,-40,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SEAM HITCH,#N/A,-11,0,1,0,0,0,CFL
EDM,BC,32,2,21,-29,BOX,BOX,TRUE,PASS,PASS,PASS,#N/A,CHECK DOWN,TRUE,14,0,0,0,0,0,CFL
EDM,BC,32,1,10,-32,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH,TRUE,9,0,0,0,,0,CFL
EDM,BC,22,2,1,-41,BOUNDARY,BOX,FALSE,PAP,PASS,PASS,#N/A,ALL VERT,TRUE,13,1,0,0,,0,CFL
EDM,BC,32,1,10,-54,FIELD,BOX,FALSE,PASS,PASS,PASS,#N/A,CHECK DOWN,TRUE,11,1,0,0,,0,CFL
EDM,BC,32,1,10,45,BOUNDARY,FIELD,FALSE,PASS,PASS,PASS,#N/A,VERT,FALSE,0,0,0,0,,0,CFL
EDM,BC,32,2,10,45,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,SMASH 3,#N/A,-9,1,1,0,,0,CFL
EDM,BC,32,1,10,-40,#N/A,FIELD,FALSE,PASS,PASS,PASS,#N/A,HITCHES,FALSE,0,0,0,1,PICK 6,0,CFL
EDM,BC,32,1,10,-33,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SEAM HITCH,FALSE,0,1,0,1,,0,CFL
EDM,BC,32,1,10,-43,#N/A,BOUNDARY,FALSE,RPO,PASS,PASS,IZ,SWITCH,TRUE,6,0,0,0,,0,CFL
EDM,BC,13,2,4,-49,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,9,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32T,1,10,-29,BOX,BOX,TRUE,RPO,RUN,RUN,G STRONG,SLANTS,#N/A,10,#N/A,#N/A,#N/A,SAM MAC EXCHANGE BLITZ,0,CFL
EDM,TOR,B41,1,10,-39,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,4,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,41,2,6,-43,FIELD,FIELD,TRUE,PASS,PASS,PASS,#N/A,HITCHES LEVELS,TRUE,17,#N/A,0,0,,0,CFL
EDM,TOR,32,1,10,50,FIELD,BOUNDARY,FALSE,SCREEN,PASS,PASS,#N/A,SLIP SCREEN,TRUE,1,0,0,0,,0,CFL
EDM,TOR,23,2,9,49,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,SMASH LEVELS,TRUE,12,1,0,0,,0,CFL
EDM,TOR,42,1,10,37,FIELD,MOF,FALSE,PASS,PASS,PASS,#N/A,VERTICAL,#N/A,-6,1,1,0,,0,CFL
EDM,TOR,32,2,16,43,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,OVER UNDER,FALSE,0,1,0,0,,0,CFL
EDM,TOR,31,1,10,-40,BOX,BOX,TRUE,RUN,RUN,RUN,INSERT OZ,#N/A,#N/A,8,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,33CLOSEGL,2,2,-48,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,2,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,T41,1,10,-50,FIELD,FIELD,TRUE,PASS,PASS,PASS,#N/A,CURL FLAT,TRUE,14,0,0,0,,0,CFL
EDM,TOR,41,1,10,46,FIELD,BOX,FALSE,RUN,RUN,RUN,IZ,#N/A,FALSE,1,0,0,0,,0,CFL
EDM,TOR,32,2,9,45,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,DELAY DBL MOVE,FALSE,0,1,0,0,,0,CFL
EDM,TOR,21,1,10,55,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,8,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,33CLOSEGL,2,2,47,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,2,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,B41,1,10,45,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,DIG/X ISO,FALSE,0,1,0,0,FE DROP,0,CFL
EDM,TOR,23,2,10,45,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,CURL FLAT,TRUE,13,0,0,0,WILL BLITZ,0,CFL
EDM,TOR,T31,1,10,32,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,20,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,1,10,12,FIELD,FIELD,TRUE,SCREEN,PASS,PASS,#N/A,BUBBLE SCREEN 3,TRUE,6,0,0,0,,0,CFL
EDM,TOR,32,2,4,6,#N/A,FIELD,FALSE,PASS,PASS,PASS,#N/A,SLANTS,TRUE,6,0,0,0,,1,CFL
EDM,TOR,32,1,10,40,#N/A,FIELD,FALSE,SCREEN,PASS,PASS,#N/A,TB BUBBLE,TRUE,9,0,0,0,,0,CFL
EDM,TOR,33CLOSEGL,2,1,31,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,2,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,21,1,10,29,BOX,FIELD,FALSE,PAP,PASS,PASS,OZ,SMASH CROSS,FALSE,0,0,0,0,PAP BACK CROSS,0,CFL
EDM,TOR,B32,2,10,29,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,CURL FLAT,TRUE,-1,1,0,0,,0,CFL
EDM,TOR,31,1,10,-25,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,7,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,31,2,3,-32,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,11,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,1,10,-43,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,CURL FLAT,TRUE,10,0,0,0,,0,CFL
EDM,TOR,31,1,10,-53,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,TRUE,6,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,1,10,46,#N/A,FIELD,FALSE,SCREEN,PASS,PASS,#N/A,BUBBLE SCREEN 3,TRUE,-3,0,0,0,,0,CFL
EDM,TOR,31,2,13,49,BOX,BOX,TRUE,RUN,RUN,RUN,LEAD DRAW,#N/A,#N/A,9,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,31,1,10,-40,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,0,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,41,2,10,-40,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,ALL VERT H PUSH,TRUE,11,1,0,0,,0,CFL
EDM,TOR,32,1,10,-51,FIELD,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,HITCH LEVELS,TRUE,5,0,0,0,,0,CFL
EDM,TOR,32,2,5,54,BOX,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,BENCH,FALSE,0,1,0,0,,0,CFL
EDM,TOR,T23,1,10,-15,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,PAP,POST STRETCH,FALSE,0,0,0,0,QB LATE ON THROW,0,CFL
EDM,TOR,41,2,10,-15,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,DIG,#N/A,19,1,0,#N/A,QB SCRAMBLE,0,CFL
EDM,TOR,21,1,10,-34,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,42,2,9,-35,PASS,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,CROSSERS,FALSE,0,0,0,0,,0,CFL
EDM,TOR,32T,1,10,-40,BOX,BOX,TRUE,RUN,RUN,RUN,G WEAK,#N/A,#N/A,0,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,2,10,-40,BOX,FIELD,FALSE,PASS,PASS,PASS,#N/A,VERT,FALSE,0,1,0,0,EXTENDED SCRAMBLE,0,CFL
EDM,TOR,32,1,10,-40,BOUNDARY,BOUNDARY,TRUE,PASS,PASS,PASS,#N/A,SMASH/DBL DIG,TRUE,10,0,0,0,,0,CFL
EDM,TOR,13,1,10,-50,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,4,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,2,6,-54,#N/A,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,BANG CURL,FALSE,0,1,0,0,,0,CFL
EDM,TOR,23DBL T,1,10,-40,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,15,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,22T,1,10,55,FIELD,FIELD,TRUE,RPO,PASS,PASS,IZ,SLANTS,TRUE,8,0,0,0,QB BUSTED READ OFF HALF,0,CFL
EDM,TOR,21T,2,2,47,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE MD,#N/A,#N/A,5,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,41T,1,10,42,FIELD,FIELD,TRUE,PASS,PASS,PASS,#N/A,DIG,TRUE,14,0,0,0,,0,CFL
EDM,TOR,22,1,10,28,MOF,FIELD,FALSE,PASS,PASS,PASS,#N/A,DIG,FALSE,0,1,0,1,,0,CFL
EDM,TOR,T23,1,10,46,BOUNDARY,BOUNDARY,TRUE,RPO,PASS,PASS,IZ,TRAIL HITCH,TRUE,9,0,0,0,,0,CFL
EDM,TOR,33CLOSEGL,2,1,37,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,3,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,41,1,10,34,MOF,FIELD,FALSE,RPO FE,PASS,PASS,IZ BOOT,SMASH,#N/A,30,1,0,#N/A,,0,CFL
EDM,TOR,41DBL T,1,4,4,MOF,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,4,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,23DBL T,1,10,50,BOX,BOX,TRUE,RPO,RUN,RUN,IZ,SLANTS,#N/A,5,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,32,2,5,45,MOF,FIELD,FALSE,PASS,PASS,PASS,#N/A,SMASH -OUT 3,FALSE,0,0,#N/A,1,,0,CFL
EDM,TOR,32 DBL T,1,10,-37,#N/A,BOX,FALSE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,3,#N/A,#N/A,#N/A,,0,CFL
EDM,TOR,31,2,7,-40,MOF,BOUNDARY,FALSE,PASS,PASS,PASS,#N/A,X COMEBACK,#N/A,-13,1,1,#N/A,,0,CFL
HAM,SSK,32DBL T CLOSE,1,10,-21,BOX,BOX,TRUE,RUN,RUN,RUN,IZ,#N/A,#N/A,7,#N/A,#N/A,#N/A,,0,CFL
HAM,SSK,21,2,3,-28,BOX,BOX,TRUE,RUN,RUN,RUN,IZ SLICE,#N/A,#N/A,6,#N/A,#N/A,#N/A,,0,CFL
HAM,SSK,41,1,10,-34,FIELD,BOX,FALSE,RPO,RUN,RUN,IZ,STICK,#N/A,6,#N/A,#N/A,#N/A,,0,CFL
HAM,SSK,22,2,4,-40,#N/A,BOX,FALSE,RUN,RUN,RUN,IZ,#N/A,#N/A,3,#N/A,#N/A,#N/A,,0,CFL
HAM,SSK,21DBL T,3,1,-43,#N/A,BOX,FALSE,RUN,RUN,RUN,SNEAK,#N/A,#N/A,1,#N/A,#N/A,#N/A,,0,CFL
